Town,State,Zip,Total_Runs,Last_Run_Date,Min_Price,Max_Price,Average_Price,Latest_Median_Sale,Latest_Median_List,Latest_PPSF,Latest_Homes_Sold,Latest_Inventory,Data_Source,Tax_Rate_Per_1000,Tax_Data_Source,Estimated_Annual_Tax,Estimated_Monthly_Tax,Min_Monthly_Price,Max_Monthly_Price,Avg_Monthly_Price,Months_Of_Data,Price_Trend
Haverhill,MA,01832,1,2026-03-01,785000.0,785000.0,785000.0,785000.0,699450.0,303.111587983,11,2,redfin,10.61,database,8328.85,694.07,320000.0,802500.0,541458.3333333334,12,increasing
Framingham,MA,01701,1,2026-03-01,780000.0,780000.0,780000.0,780000.0,,288.888888889,1,0,redfin,11.83,database,9227.4,768.95,257000.0,1238000.0,680208.3333333334,12,increasing
Wilmington,MA,01887,1,2026-03-01,770000.0,770000.0,770000.0,770000.0,749950.0,421.263403849,40,8,redfin,11.41,database,8785.7,732.14,525000.0,784950.0,695159.0,12,stable
Reading,MA,01864,1,2026-03-01,769000.0,769000.0,769000.0,769000.0,699900.0,441.176470588,59,23,redfin,10.96,database,8428.24,702.35,507500.0,950000.0,725580.1666666666,12,decreasing
Newton,MA,02459,1,2026-03-01,767500.0,767500.0,767500.0,767500.0,1335000.0,582.438478747,2,2,redfin,9.69,database,7437.08,619.76,744000.0,1925000.0,1550750.0,12,decreasing
Littleton,MA,01460,1,2026-03-01,765000.0,765000.0,765000.0,765000.0,,494.186046512,1,0,redfin,14.02,database,10725.3,893.78,725000.0,830000.0,772708.3333333334,12,decreasing
Dedham,MA,02026,1,2026-03-01,760000.0,760000.0,760000.0,760000.0,500000.0,445.098039216,4,1,redfin,12.3,database,9348.0,779.0,515000.0,1249697.5,791210.5,12,increasing
Millis,MA,02054,1,2026-03-01,760000.0,760000.0,760000.0,760000.0,770000.0,350.909090909,31,14,redfin,15.31,database,11635.6,969.63,430000.0,1150000.0,741995.8333333334,12,increasing
Foxborough,MA,02035,1,2026-03-01,760000.0,760000.0,760000.0,760000.0,,300.395256917,1,0,redfin,13.0,database,9880.0,823.33,290000.0,760000.0,563291.6666666666,12,increasing
Allston,MA,02134,1,2026-03-01,757000.0,757000.0,757000.0,757000.0,1190000.0,581.749427044,2,3,redfin,12.4,database,9386.8,782.23,399000.0,1600000.0,959158.3333333334,12,decreasing
Sharon,MA,02067,1,2026-03-01,752000.0,752000.0,752000.0,752000.0,769900.0,359.342915811,43,8,redfin,17.15,database,12896.8,1074.73,294000.0,935000.0,657995.8333333334,12,decreasing
