Town,State,Zip,Total_Runs,Last_Run_Date,Min_Price,Max_Price,Average_Price,Latest_Median_Sale,Latest_Median_List,Latest_PPSF,Latest_Homes_Sold,Latest_Inventory,Data_Source,Tax_Rate_Per_1000,Tax_Data_Source,Estimated_Annual_Tax,Estimated_Monthly_Tax,Min_Monthly_Price,Max_Monthly_Price,Avg_Monthly_Price,Months_Of_Data,Price_Trend
Waltham,MA,02453,1,2026-04-01,747500.0,747500.0,747500.0,747500.0,809450.0,527,4,3,redfin,10.32,database,7714.2,642.85,747500,1067500,887125,12,decreasing
Walpole,MA,02081,1,2026-04-01,747500.0,747500.0,747500.0,747500.0,879764.0,372,20,16,redfin,12.45,database,9306.38,775.53,730000,850000,777246,12,stable
Norwood,MA,02062,1,2026-04-01,745000.0,745000.0,745000.0,745000.0,699949.5,444,33,10,redfin,9.82,database,7315.9,609.66,720000,787500,753541,12,stable
Millis,MA,02054,1,2026-04-01,737500.0,737500.0,737500.0,737500.0,829900.0,343,15,11,redfin,15.31,database,11291.12,940.93,650000,796000,729329,12,increasing
Bolton,MA,01740,1,2026-04-01,732000.0,732000.0,732000.0,732000.0,1350000.0,306,17,8,redfin,18.07,database,13227.24,1102.27,732000,1080000,930125,12,decreasing
Chelmsford,MA,01824,1,2026-04-01,730000.0,730000.0,730000.0,730000.0,799000.0,371,31,12,redfin,13.27,database,9687.1,807.26,681000,782500,727072,12,increasing
Westborough,MA,01581,1,2026-04-01,725000.0,725000.0,725000.0,725000.0,712450.0,371,23,9,redfin,15.93,database,11549.25,962.44,710000,937500,794916,12,decreasing
Holliston,MA,01746,1,2026-04-01,725000.0,725000.0,725000.0,725000.0,862450.0,338,25,9,redfin,14.29,database,10360.25,863.35,675000,784500,742295,12,decreasing
Framingham,MA,01701,1,2026-04-01,720000.0,720000.0,720000.0,720000.0,734900.0,352,60,26,redfin,11.83,database,8517.6,709.8,660000,815000,731812,12,stable
Winthrop,MA,02152,1,2026-04-01,715000.0,715000.0,715000.0,715000.0,752000.0,405,15,5,redfin,11.14,database,7965.1,663.76,650000,800000,709979,12,increasing
Tewksbury,MA,01876,1,2026-04-01,715000.0,715000.0,715000.0,715000.0,794000.0,372,39,14,redfin,12.56,database,8980.4,748.37,695000,774050,730268,12,stable
Braintree,MA,02184,1,2026-04-01,715000.0,715000.0,715000.0,715000.0,796000.0,412,46,10,redfin,10.06,database,7192.9,599.41,655000,800000,739708,12,increasing
Salem,MA,01970,1,2026-04-01,710000.0,710000.0,710000.0,710000.0,667400.0,374,27,9,redfin,10.78,database,7653.8,637.82,685000,767500,714489,12,stable
Shrewsbury,MA,01545,1,2026-04-01,706000.0,706000.0,706000.0,706000.0,899000.0,323,34,22,redfin,11.5,database,8119.0,676.58,605000,785000,711837,12,increasing
