Town,Crime_Score,Crime_Rate_Per_1000,Total_Crime_Weight,Population,High_Severity_Score,Medium_Severity_Score,Low_Severity_Score,High_Severity_Per_1000,Medium_Severity_Per_1000,Low_Severity_Per_1000,High_Severity_Count,Medium_Severity_Count,Low_Severity_Count
Southampton,88.7,7.927519818799547,49,6181,94.6,91.9,86.5,0.32357223750202235,0.4853583562530335,4.853583562530335,2.0,3.0,30.0
Southborough,87.3,8.893935093197086,94,10569,90.5,89.0,88.7,0.5676979846721544,0.6623143154508468,4.068502223483773,6.0,7.0,43.0
Southbridge,32.5,47.27714569755882,856,18106,34.6,46.1,50.8,3.921352037998454,3.313818623660665,17.728929636584557,71.0,60.0,321.0
Southwick,75.8,16.923574431389458,157,9277,87.4,82.0,72.5,0.754554274010995,1.0779346771585643,9.91699902985879,7.0,10.0,92.0
Spencer,77.0,16.129032258064516,195,12090,86.2,84.8,74.3,0.8271298593879239,0.9098428453267163,9.263854425144748,10.0,11.0,112.0
Springfield,0.0,135.3494137699499,20964,154888,0.0,0.0,0.0,8.257579670471566,15.695212024172307,46.97587934507516,1279.0,2431.0,7276.0
Sterling,79.5,14.320096269554753,119,8310,77.9,88.0,84.6,1.3237063778580025,0.7220216606498194,5.535499398315283,11.0,6.0,46.0
Stockbridge,59.7,28.197381671701912,56,1986,74.8,58.0,63.6,1.5105740181268883,2.5176233635448138,13.091641490433032,3.0,5.0,26.0
Stoneham,71.8,19.755600814663953,485,24550,78.3,73.5,76.5,1.3034623217922605,1.5885947046843176,8.472505091649694,32.0,39.0,208.0
Stoughton,49.6,35.30569983365584,1040,29457,63.8,52.5,55.9,2.172658451301898,2.8516142173337404,15.887564925145128,64.0,84.0,468.0
Stow,84.4,10.906612133605998,80,7335,86.4,93.2,84.5,0.8179959100204499,0.40899795501022496,5.589638718473075,6.0,3.0,41.0
Sturbridge,56.3,30.60314945033178,309,10097,60.4,71.9,62.0,2.376943646627711,1.6836684163612954,13.66742596810934,24.0,17.0,138.0
Sudbury,87.4,8.836152486745773,175,19805,88.2,93.3,88.6,0.7068921989396617,0.40393839939409243,4.089876293865186,14.0,8.0,81.0
Sunderland,75.2,17.364939360529217,63,3628,72.4,77.0,86.2,1.6538037486218302,1.3781697905181918,4.961411245865491,6.0,5.0,18.0
Sutton,70.8,20.41879362433587,196,9599,79.2,74.0,73.7,1.2501302218981143,1.5626627773726431,9.480154182727368,12.0,15.0,91.0
Swampscott,60.5,27.65359560607996,433,15658,85.1,63.8,53.7,0.8941116362242943,2.171413973687572,16.668795503895772,14.0,34.0,261.0
Swansea,66.8,23.26509665279124,408,17537,76.2,67.7,71.3,1.4255573929406398,1.9387580543992702,10.321035524890233,25.0,34.0,181.0
Taunton,39.1,42.62464479462672,2640,61936,31.9,60.4,58.1,4.084861792818393,2.3734177215189876,15.080082665977784,253.0,147.0,934.0
Templeton,78.5,15.023250268272326,126,8387,80.1,74.2,87.7,1.192321449862883,1.5500178848217478,4.411589364492667,10.0,13.0,37.0
Tewksbury,55.6,31.104541451754937,989,31796,61.2,70.6,60.6,2.3273367719209963,1.7612278273996729,14.184174109950938,74.0,56.0,451.0
Tisbury,0.0,72.66084838644205,358,4927,0.0,19.0,36.1,6.697787700426224,5.480008118530546,22.7318855287193,33.0,27.0,112.0
Tolland,97.0,2.109704641350211,1,474,100.0,100.0,94.1,0.0,0.0,2.109704641350211,0.0,0.0,1.0
Topsfield,89.6,7.2507552870090635,48,6620,97.5,89.9,87.0,0.1510574018126888,0.6042296072507553,4.682779456193353,1.0,4.0,31.0
Townsend,73.3,18.655097613882862,172,9220,78.3,74.7,78.9,1.3015184381778742,1.5184381778741864,7.592190889370932,12.0,14.0,70.0
Truro,68.9,21.73913043478261,54,2484,93.3,66.5,62.0,0.4025764895330113,2.012882447665056,13.687600644122384,1.0,5.0,34.0
Tyringham,83.0,11.933174224343675,5,419,100.0,60.2,86.7,0.0,2.3866348448687353,4.773269689737471,0.0,1.0,2.0
Upton,88.5,8.023598820058996,68,8475,92.1,90.2,89.2,0.47197640117994105,0.5899705014749262,3.8938053097345136,4.0,5.0,33.0
Uxbridge,76.0,16.799292661361626,247,14703,80.7,71.7,83.6,1.156226620417602,1.7003332653200027,5.9171597633136095,17.0,25.0,87.0
Wakefield,75.5,17.14813800657174,501,29216,76.6,80.6,81.6,1.403340635268346,1.1637458926615551,6.640197152245345,41.0,34.0,194.0
Wales,93.7,4.3763676148796495,8,1828,100.0,81.8,97.0,0.0,1.0940919037199124,1.0940919037199124,0.0,2.0,2.0
Walpole,68.6,21.97718919328559,580,26391,78.5,76.0,68.8,1.2883179871926034,1.4398848092152627,11.215944829676785,34.0,38.0,296.0
Waltham,53.4,32.58971282783338,2146,65849,58.0,65.3,61.8,2.5209190724232715,2.0805175477228204,13.743564822548558,166.0,137.0,905.0
Ware,32.0,47.623742851508574,483,10142,0.0,75.4,77.3,7.000591599290081,1.4789982252021299,8.183790179451785,71.0,15.0,83.0
Wareham,46.7,37.320411459661656,878,23526,56.8,49.2,57.8,2.592875967015217,3.06044376434583,15.174700331548074,61.0,72.0,357.0
Warren,66.9,23.20094376720409,118,5086,64.0,80.3,75.4,2.162799842705466,1.1797090051120724,8.847817538340543,11.0,6.0,45.0
Warwick,90.8,6.459948320413436,5,774,78.5,100.0,100.0,1.2919896640826873,0.0,0.0,1.0,0.0,0.0
Watertown,61.0,27.289148256217867,982,35985,72.2,84.3,55.2,1.6673614005835766,0.94483812699736,16.117826872307905,60.0,34.0,580.0
Wayland,83.1,11.811583890707272,166,14054,87.0,85.8,85.2,0.7826953180589156,0.8538494378824535,5.336558986765334,11.0,12.0,75.0
Webster,13.7,60.391760678004154,1076,17817,4.6,54.2,33.8,5.724869506650951,2.75018241005781,23.51686591457597,102.0,49.0,419.0
Wellesley,85.4,10.210613917162794,319,31242,95.2,81.3,85.0,0.28807374687920106,1.1202867934191152,5.409384802509442,9.0,35.0,169.0
Wellfleet,68.6,21.94787379972565,80,3645,72.6,81.7,71.0,1.646090534979424,1.0973936899862826,10.425240054869684,6.0,4.0,38.0
Wenham,87.3,8.897876643073811,44,4945,89.9,93.3,87.1,0.6066734074823054,0.4044489383215369,4.651162790697675,3.0,2.0,23.0
West Boylston,86.9,9.196271101033005,73,7938,83.2,93.7,91.6,1.0078105316200556,0.3779289493575208,3.0234315948601664,8.0,3.0,24.0
West Bridgewater,64.5,24.835928451936685,193,7771,78.6,55.0,71.4,1.2868356710848023,2.7023549092780854,10.294685368678419,10.0,21.0,80.0
West Brookfield,81.4,13.020168496298187,51,3917,78.7,78.7,92.2,1.2764871074802144,1.2764871074802144,2.808271636456472,5.0,5.0,11.0
West Newbury,86.0,9.82905982905983,46,4680,100.0,78.6,83.4,0.0,1.2820512820512822,5.982905982905983,0.0,6.0,28.0
West Springfield,0.8,69.450186027284,2016,29028,31.1,5.7,17.2,4.13393964448119,6.545404437095218,29.144274493592395,120.0,190.0,846.0
West Tisbury,74.1,18.14682430574649,66,3637,67.9,90.8,80.9,1.92466318394281,0.5499037668408029,6.873797085510036,7.0,2.0,25.0
Westborough,54.2,32.06288919312812,726,22643,64.7,66.1,57.3,2.1198604425208676,2.031532924082498,15.368988208276289,48.0,46.0,348.0
Westfield,59.3,28.512734202905726,1152,40403,67.4,64.5,65.7,1.9553003489839864,2.128554810286365,12.350568027126698,79.0,86.0,499.0
Westford,84.8,10.669757033248082,267,25024,87.3,84.0,88.9,0.7592710997442454,0.9590792838874681,3.9961636828644505,19.0,24.0,100.0
Westhampton,93.0,4.910988336402701,8,1629,100.0,100.0,86.4,0.0,0.0,4.910988336402701,0.0,0.0,8.0
Westminster,65.2,24.327182982724175,207,8509,68.7,70.6,73.2,1.8803619696791631,1.7628393465742156,9.636855094605712,16.0,15.0,82.0
Weston,79.9,14.035681068741017,166,11827,88.7,67.6,86.6,0.6764183647586033,1.9447027986809842,4.819480848905048,8.0,23.0,57.0
Westport,72.0,19.634839868302905,328,16705,79.0,73.1,76.4,1.2571086501047593,1.61628255013469,8.500448967375037,21.0,27.0,142.0
Westwood,76.2,16.6333998669328,275,16533,95.0,80.8,67.6,0.30242545212605093,1.1492167180789936,11.673622452065565,5.0,19.0,193.0
Weymouth,61.2,27.14473312388836,1633,60159,64.5,64.3,72.0,2.1276949417377287,2.1443175584700542,10.073305739789557,128.0,129.0,606.0
Whately,82.4,12.300123001230013,20,1626,79.5,89.7,88.0,1.2300123001230012,0.6150061500615006,4.305043050430504,2.0,1.0,7.0
Whitman,54.9,31.567371757552234,488,15459,59.0,63.3,64.8,2.458115013907756,2.1993660650753606,12.678698492787374,38.0,34.0,196.0
Wilbraham,60.7,27.48414376321353,403,14663,78.4,61.4,61.0,1.2957784900770646,2.318761508558958,14.048966787151333,19.0,34.0,206.0
Williamsburg,64.8,24.646464646464647,61,2475,73.1,79.8,64.1,1.6161616161616161,1.2121212121212122,12.929292929292929,4.0,3.0,32.0
Williamstown,78.7,14.909130482098162,137,9189,89.1,89.1,73.1,0.6529546196539341,0.6529546196539341,9.685493524866688,6.0,6.0,89.0
Wilmington,63.7,25.376018821947735,604,23802,70.6,71.3,68.4,1.7645576002016636,1.722544324006386,11.38559784892026,42.0,41.0,271.0
Winchendon,43.7,39.38792859166903,417,10587,52.8,47.4,56.7,2.833663927458203,3.2114857844526306,15.585151601020119,30.0,34.0,165.0
Winchester,85.8,9.9361249112846,238,23953,97.9,87.5,80.4,0.12524527199098234,0.7514716319458941,7.055483655492004,3.0,18.0,169.0
Winthrop,70.4,20.705480548588508,388,18739,76.9,80.4,71.5,1.3874806553177863,1.174022092961204,10.246010993115961,26.0,22.0,192.0
Woburn,57.0,30.071762159699283,1320,43895,67.3,54.4,66.5,1.9592208679804077,2.733796559972662,12.074268139879257,86.0,120.0,530.0
Worcester,99.0,0.705205266794771,149,211286,97.7,100.0,99.9,0.1372547163560293,0.0,0.01893168501462473,29.0,0.0,4.0
Worthington,90.3,6.7739204064352245,8,1181,85.9,100.0,92.9,0.8467400508044031,0.0,2.540220152413209,1.0,0.0,3.0
Wrentham,61.5,26.92553531479706,337,12516,73.4,76.0,59.4,1.5979546180888464,1.4381591562799616,14.621284755512944,20.0,18.0,183.0
Yarmouth,44.8,38.63852745160266,974,25208,46.4,63.0,55.8,3.2132656299587437,2.221516978736909,15.907648365598222,81.0,56.0,401.0
