Town,Crime_Score,Crime_Rate_Per_1000,Total_Crime_Weight,Population,High_Severity_Score,Medium_Severity_Score,Low_Severity_Score,High_Severity_Per_1000,Medium_Severity_Per_1000,Low_Severity_Per_1000,High_Severity_Count,Medium_Severity_Count,Low_Severity_Count
Freetown,29.3,7.036247334754798,66.0,9380,19.1,49.0,24.7,0.6396588486140725,0.6396588486140725,1.9189765458422174,6.0,6.0,18.0
Gardner,29.9,7.0155745755577374,150.0,21381,20.7,45.1,26.3,0.608016463215004,0.7015574575557738,1.870819886815397,13.0,15.0,40.0
Georgetown,89.5,1.7527459686842721,15.0,8558,70.1,84.2,80.6,0.11684973124561814,0.23369946249123627,0.46739892498247254,1.0,2.0,4.0
Gill,93.1,1.28783000643915,2.0,1553,90.6,95.4,45.1,0.0,0.0,1.28783000643915,0.0,0.0,2.0
Gloucester,24.0,8.035157915450462,245.0,30491,41.1,23.0,16.4,0.3279656292020596,1.3446590797284446,2.3613525302548295,10.0,41.0,72.0
Goshen,99.0,0.0,0.0,942,90.6,95.4,97.7,0.0,0.0,0.0,0.0,0.0,0.0
Grafton,70.4,2.997248427672956,61.0,20352,74.7,62.2,53.6,0.09827044025157233,0.4913522012578616,1.0318396226415094,2.0,10.0,21.0
Granby,44.4,5.112137203166227,31.0,6064,90.6,18.8,71.4,0.0,1.4841688654353562,0.6596306068601583,0.0,9.0,4.0
Great Barrington,9.9,12.974465148378192,94.0,7245,17.4,11.2,5.3,0.6901311249137336,1.932367149758454,3.7267080745341614,5.0,14.0,27.0
Greenfield,3.3,20.529688651959393,362.0,17633,3.9,3.0,4.9,1.4177961776215051,3.1758634378721715,3.913117450235354,25.0,56.0,69.0
Groton,95.1,1.0362694300518134,12.0,11580,76.0,95.4,74.7,0.08635578583765112,0.0,0.6044905008635578,1.0,0.0,7.0
Groveland,75.3,2.4821141772521536,17.0,6849,90.6,54.3,66.8,0.0,0.5840268652358008,0.7300335815447511,0.0,4.0,5.0
Hadley,17.4,9.651778955336866,51.0,5284,23.0,56.6,2.0,0.5677517032551098,0.5677517032551098,5.109765329295987,3.0,3.0,27.0
Halifax,43.1,5.394297456974056,42.0,7786,67.1,28.0,45.4,0.12843565373747753,1.1559208836372976,1.2843565373747752,1.0,9.0,10.0
Hamilton,94.7,1.0430247718383312,8.0,7670,66.4,95.4,85.5,0.1303780964797914,0.0,0.39113428943937417,1.0,0.0,3.0
Hampden,49.3,4.633360193392425,23.0,4964,55.9,33.9,75.0,0.20145044319097502,1.007252215954875,0.6043513295729251,1.0,5.0,3.0
Hanover,61.2,3.761671256801236,56.0,14887,40.1,63.5,70.4,0.33586350507153895,0.4702089071001545,0.6717270101430779,5.0,7.0,10.0
Hanson,58.2,3.918275958578225,42.0,10719,75.7,41.1,56.2,0.09329228472805298,0.8396305625524769,0.9329228472805299,1.0,9.0,10.0
Hardwick,40.5,5.8780308596620126,16.0,2722,35.9,30.3,66.4,0.3673769287288758,1.1021307861866274,0.7347538574577516,1.0,3.0,2.0
Harvard,82.2,2.141633352370074,15.0,7004,44.4,88.8,89.8,0.2855511136493432,0.1427755568246716,0.2855511136493432,2.0,1.0,2.0
Harwich,43.4,5.359765051395007,73.0,13620,36.2,39.5,59.2,0.36710719530102787,0.881057268722467,0.881057268722467,5.0,12.0,12.0
Hatfield,83.2,2.1077988557663354,7.0,3321,90.6,52.0,89.5,0.0,0.6022282445046673,0.30111412225233364,0.0,2.0,1.0
Haverhill,6.2,15.433951765239929,1054.0,68291,8.2,6.6,13.5,1.127527785506143,2.401487750948148,2.59184958486477,77.0,164.0,177.0
Hingham,46.1,4.99713279265995,122.0,24414,25.3,59.2,65.8,0.5324813631522897,0.5324813631522897,0.7372818874416319,13.0,13.0,18.0
Hinsdale,15.5,11.11111111111111,21.0,1890,1.3,95.4,78.0,2.1164021164021167,0.0,0.5291005291005292,4.0,0.0,1.0
Holbrook,67.4,3.1372549019607843,36.0,11475,60.5,65.5,55.3,0.17429193899782133,0.43572984749455335,0.9586056644880174,2.0,5.0,11.0
Holden,73.7,2.656695857522385,54.0,20326,51.6,73.0,84.9,0.24599035717799864,0.3443865000491981,0.3935845714847978,5.0,7.0,8.0
Holland,78.9,2.324680356450988,6.0,2581,90.6,43.8,97.7,0.0,0.7748934521503293,0.0,0.0,2.0,0.0
Holliston,59.5,3.8443995569166614,59.0,15347,66.8,48.7,48.4,0.1303186290480224,0.651593145240112,1.2380269759562128,2.0,10.0,19.0
Holyoke,0.7,29.256303187272053,1107.0,37838,7.2,1.3,0.3,1.162852159205032,4.413552513346372,10.20138485120778,44.0,167.0,386.0
Hopedale,30.9,6.927263730826324,42.0,6063,90.6,34.5,4.3,0.0,0.9896091044037606,3.9584364176150424,0.0,6.0,24.0
Hopkinton,43.8,5.357768764708828,107.0,19971,33.2,45.4,46.7,0.40058084222122076,0.7010164738871364,1.2518151319413149,8.0,14.0,25.0
Hubbardston,96.4,0.6767426122264832,3.0,4433,90.6,95.4,70.1,0.0,0.0,0.6767426122264832,0.0,0.0,3.0
Hudson,23.7,8.102533883323511,165.0,20364,11.8,62.5,23.4,0.9330190532311924,0.4910626595953643,1.9642506383814573,19.0,10.0,40.0
Hull,14.1,11.5781280404748,119.0,10278,10.2,17.8,20.4,0.972951936174353,1.5567230978789648,2.0431990659661414,10.0,16.0,21.0
Ipswich,94.4,1.0630758327427356,15.0,14110,78.3,95.4,67.4,0.07087172218284904,0.0,0.7087172218284905,1.0,0.0,10.0
Kingston,66.1,3.3190430092656618,48.0,14462,32.2,72.7,92.4,0.4148803761582077,0.34573364679850643,0.20744018807910386,6.0,5.0,3.0
Lakeville,41.1,5.790246289349209,71.0,12262,61.8,26.6,44.1,0.1631055292774425,1.2232914695808188,1.30484423421954,2.0,15.0,16.0
Lancaster,70.1,3.0023351495607695,27.0,8993,71.7,57.2,64.1,0.11119759813188035,0.5559879906594017,0.7783831869231626,1.0,5.0,7.0
Lawrence,7.6,14.037522948103703,1254.0,89332,8.9,11.5,11.2,1.0858371020462991,1.9254018716697263,2.8321318228630274,97.0,172.0,253.0
Lee,26.3,7.567757831749384,43.0,5682,37.2,25.7,19.7,0.3519887363604365,1.2319605772615276,2.1119324181626187,2.0,7.0,12.0
Leicester,27.6,7.305773342836779,82.0,11224,25.0,43.1,17.4,0.534568781183179,0.8018531717747684,2.227369921596579,6.0,9.0,25.0
Lenox,42.8,5.520504731861199,28.0,5072,56.2,53.6,11.8,0.1971608832807571,0.5914826498422713,2.7602523659305995,1.0,3.0,14.0
Leominster,5.6,15.720780836481259,695.0,44209,4.3,6.2,35.5,1.3345698839602795,2.488181139586962,1.5833879979189758,59.0,110.0,70.0
Leverett,54.9,4.294149221685454,8.0,1863,24.3,95.4,33.4,0.5367686527106817,0.0,1.6103059581320451,1.0,0.0,3.0
Lexington,85.5,1.957228794289497,68.0,34743,55.6,80.9,93.4,0.20147943470627178,0.2590449874794923,0.17269665831966152,7.0,9.0,6.0
Lincoln,45.7,5.002858776443682,35.0,6996,65.1,39.8,28.9,0.1429388221841052,0.8576329331046312,1.7152658662092624,1.0,6.0,12.0
Littleton,73.4,2.6679371129109097,28.0,10495,90.6,89.8,16.1,0.0,0.09528346831824679,2.38208670795617,0.0,1.0,25.0
Longmeadow,60.2,3.8187372708757636,60.0,15712,57.6,55.9,51.0,0.1909368635437882,0.5728105906313645,1.145621181262729,3.0,9.0,18.0
Lowell,3.6,19.94718397581757,2402.0,120418,5.6,3.6,3.6,1.270574166652826,3.1307611818831074,4.202029596904118,153.0,377.0,506.0
Ludlow,62.2,3.6461786153991853,77.0,21118,65.5,48.0,55.6,0.14205890709347477,0.6629415664362155,0.9470593806231651,3.0,14.0,20.0
Lunenburg,61.8,3.664529024735571,44.0,12007,61.5,66.1,35.9,0.16656950112434413,0.4164237528108603,1.5824102606812693,2.0,5.0,19.0
Lynn,3.9,19.20010822406246,1987.0,103489,3.0,4.6,8.9,1.5074065842746573,2.8505445023142557,3.111441795746408,156.0,295.0,322.0
Lynnfield,92.1,1.3605442176870748,18.0,13230,63.5,88.5,94.4,0.15117157974300832,0.15117157974300832,0.15117157974300832,2.0,2.0,2.0
Malden,17.8,9.446268723854079,630.0,66693,12.5,21.4,63.2,0.8996446403670549,1.3794551152294843,0.8096801763303495,60.0,92.0,54.0
Mansfield,30.3,6.977613490052748,168.0,24077,51.0,22.0,32.2,0.24920048178759813,1.3706026498317896,1.619803131619388,6.0,33.0,39.0
Marblehead,89.8,1.6038102643856922,33.0,20576,75.0,82.2,85.9,0.09720062208398134,0.24300155520995337,0.38880248833592534,2.0,5.0,8.0
Marion,48.4,4.6807713911252575,25.0,5341,35.2,36.8,97.7,0.37446171129002065,0.9361542782250515,0.0,2.0,5.0,0.0
Marlborough,7.2,14.394460385591312,607.0,42169,13.5,5.3,17.1,0.8537076999691717,2.6322654082382795,2.229125661030615,36.0,111.0,94.0
Marshfield,78.3,2.3422800752601467,61.0,26043,70.7,89.5,39.1,0.11519410206197443,0.11519410206197443,1.4207272587643511,3.0,3.0,37.0
Mashpee,34.5,6.523704947681178,101.0,15482,48.7,13.8,97.7,0.258364552383413,1.7439607285880376,0.0,4.0,27.0,0.0
Mattapoisett,32.2,6.653851840899009,45.0,6763,12.8,95.4,17.8,0.8871802454532013,0.0,2.217950613633003,6.0,0.0,15.0
Maynard,31.6,6.839186691312385,74.0,10820,18.8,33.2,76.0,0.6469500924214417,1.0166358595194085,0.55452865064695,7.0,11.0,6.0
Medfield,92.4,1.3499325033748313,18.0,13334,90.6,70.7,91.8,0.0,0.37498125093745316,0.22498875056247186,0.0,5.0,3.0
Medford,30.6,6.945140071454806,416.0,59898,21.7,29.6,70.7,0.5843266887041303,1.1185682326621924,0.6678019299475776,35.0,67.0,40.0
Medway,55.9,4.1196877710320905,57.0,13836,30.6,65.8,72.0,0.43365134431916735,0.43365134431916735,0.6504770164787511,6.0,6.0,9.0
Melrose,64.1,3.473845948293139,104.0,29938,74.0,41.8,80.3,0.1002070946623021,0.8350591221858508,0.4676331084240764,3.0,25.0,14.0
Mendon,74.3,2.63934171712467,17.0,6441,62.5,88.2,41.1,0.1552553951249806,0.1552553951249806,1.3972985561248255,1.0,1.0,9.0
Merrimac,80.9,2.2026431718061676,15.0,6810,90.6,78.0,43.4,0.0,0.2936857562408223,1.3215859030837005,0.0,2.0,9.0
Methuen,96.7,0.6264740566037735,34.0,54272,80.9,90.1,94.1,0.03685141509433962,0.09212853773584906,0.1658313679245283,2.0,5.0,9.0
Middleborough,26.0,7.606552098844931,189.0,24847,25.7,28.9,33.9,0.5232019962168472,1.126896607236286,1.6098522960518373,13.0,28.0,40.0
Middleton,79.3,2.3094688221709005,23.0,9959,90.6,76.6,40.5,0.0,0.30123506376142184,1.4057636308866353,0.0,3.0,14.0
Milford,17.1,9.758485639686684,299.0,30640,31.6,8.6,46.1,0.42428198433420367,2.1214099216710185,1.272845953002611,13.0,65.0,39.0
Millbury,40.8,5.856205461087985,83.0,14173,45.1,49.3,13.8,0.2822267692090595,0.6350102307203839,2.5400409228815355,4.0,9.0,36.0
Millis,76.6,2.4630541871921183,23.0,9338,54.6,95.4,41.4,0.21417862497322768,0.0,1.39216106232598,2.0,0.0,13.0
Millville,39.1,5.961719485409477,19.0,3187,90.6,12.2,89.1,0.0,1.8826482585503608,0.31377470975839344,0.0,6.0,1.0
Milton,67.1,3.1585158446426713,91.0,28811,60.9,57.9,72.4,0.1735448266287182,0.5553434452118982,0.6247613758633855,5.0,16.0,18.0
Monson,4.6,17.270945614894657,141.0,8164,6.6,9.5,2.3,1.224889759921607,2.082312591866732,4.899559039686428,10.0,17.0,40.0
Montague,50.0,4.622496147919877,39.0,8437,16.8,83.2,87.5,0.7111532535261348,0.23705108450871165,0.3555766267630674,6.0,2.0,3.0
Nahant,88.2,1.797483523067705,6.0,3338,90.6,77.0,58.9,0.0,0.2995805871779509,0.8987417615338525,0.0,1.0,3.0
Nantucket,11.8,12.133605998636673,178.0,14670,15.1,18.4,6.2,0.8179959100204499,1.499659168370825,3.5446489434219495,12.0,22.0,52.0
Natick,51.6,4.582484725050916,171.0,37316,38.2,46.1,65.1,0.34837603172901704,0.6967520634580341,0.7503483760317291,13.0,26.0,28.0
Needham,79.6,2.3078558197443138,76.0,32931,79.6,62.8,76.6,0.060733047888008256,0.48586438310406604,0.5465974309920743,2.0,16.0,18.0
New Bedford,3.0,21.230186146587968,2151.0,101318,21.1,1.0,5.6,0.6020647861189522,4.855997947057778,3.6518683748198737,61.0,492.0,370.0
New Braintree,39.5,5.9405940594059405,6.0,1010,90.6,10.9,97.7,0.0,1.9801980198019802,0.0,0.0,2.0,0.0
Newbury,48.7,4.651162790697675,32.0,6880,30.3,54.6,67.1,0.436046511627907,0.5813953488372093,0.7267441860465116,3.0,4.0,5.0
Newburyport,68.8,3.078849866931065,59.0,19163,80.3,50.0,55.9,0.05218389604967907,0.6262067525961489,0.9393101288942233,1.0,12.0,18.0
Newton,71.7,2.8445424476295478,258.0,90700,59.5,61.8,82.9,0.18743109151047407,0.4961411245865491,0.4189636163175303,17.0,45.0,38.0
Norfolk,85.9,1.9227553920749039,23.0,11962,90.6,74.0,56.9,0.0,0.33439224209998325,0.9195786657749541,0.0,4.0,11.0
North Adams,2.3,22.65449887928274,283.0,12492,0.7,9.9,2.6,2.321485750880564,2.0813320525136088,4.803073967339097,29.0,26.0,60.0
North Andover,58.9,3.858721020693947,124.0,32135,51.3,59.9,53.9,0.24894974327057723,0.5290182044499766,1.026917690991131,8.0,17.0,33.0
North Attleborough,66.4,3.236142262095482,101.0,31210,53.6,78.3,47.0,0.22428708747196413,0.28836911246395386,1.2495994873437999,7.0,9.0,39.0
North Brookfield,45.4,5.003126954346467,24.0,4797,14.1,95.4,62.5,0.8338544923910778,0.0,0.8338544923910778,4.0,0.0,4.0
North Reading,90.1,1.5873984980768057,26.0,16379,79.3,81.9,76.3,0.061053788387569446,0.24421515355027779,0.549484095488125,1.0,4.0,9.0
Northampton,8.2,13.82723934216829,433.0,31315,6.2,29.9,3.3,1.245409548139869,1.117675235510139,4.247165894938528,39.0,35.0,133.0
Northborough,19.7,8.697296275288334,138.0,15867,58.9,47.0,1.6,0.18907165815844204,0.6932627465809542,5.672149744753261,3.0,11.0,90.0
Northbridge,60.9,3.7681679526287457,63.0,16719,52.3,71.7,37.2,0.23924875889706324,0.35887313834559487,1.495304743106645,4.0,6.0,25.0
Northfield,72.4,2.7777777777777777,8.0,2880,38.5,72.4,97.7,0.3472222222222222,0.3472222222222222,0.0,1.0,1.0,0.0
Norton,46.7,4.9504950495049505,96.0,19392,62.8,27.3,73.0,0.1547029702970297,1.1860561056105612,0.6188118811881188,3.0,23.0,12.0
Norwell,69.4,3.049577415700967,35.0,11477,37.8,80.3,78.3,0.34852313322296763,0.26139234991722576,0.5227846998344515,4.0,3.0,6.0
Norwood,19.1,9.003903790454604,286.0,31764,26.3,14.8,37.5,0.5037148973680896,1.668555597531797,1.4796625110187633,16.0,53.0,47.0
Oak Bluffs,1.0,28.48159792861106,154.0,5407,1.6,2.6,1.0,1.8494544109487703,3.329017939707786,9.247272054743851,10.0,18.0,50.0
Oakham,99.0,0.0,0.0,1914,90.6,95.4,97.7,0.0,0.0,0.0,0.0,0.0,0.0
Orange,23.4,8.176183568508506,62.0,7583,15.8,37.8,38.2,0.7912435711459844,0.9231174996703152,1.450613213767638,6.0,7.0,11.0
Orleans,33.6,6.630686198920586,43.0,6485,90.6,21.1,14.8,0.0,1.3878180416345411,2.467232074016962,0.0,9.0,16.0
Otis,54.6,4.323656578134651,7.0,1619,90.6,25.3,73.4,0.0,1.2353304508956147,0.6176652254478073,0.0,2.0,1.0
Oxford,42.4,5.554321261941791,75.0,13503,77.6,24.0,39.8,0.07405761682589054,1.2589794860401393,1.4070947196919201,1.0,17.0,19.0
Palmer,1.3,25.34711010655473,314.0,12388,7.9,0.7,3.0,1.1301259283177267,5.085566677429771,4.439780432676784,14.0,63.0,55.0
Paxton,84.9,1.9829466587348803,10.0,5043,90.6,86.5,41.8,0.0,0.198294665873488,1.388062661114416,0.0,1.0,7.0
Peabody,18.8,9.07647334800967,503.0,55418,24.0,20.1,20.1,0.5413403587282111,1.4255296113176223,2.0931827204157494,30.0,79.0,116.0
Pelham,99.0,0.0,0.0,1343,90.6,95.4,97.7,0.0,0.0,0.0,0.0,0.0,0.0
Pembroke,91.4,1.4108964619057955,26.0,18428,90.6,75.3,81.9,0.0,0.32559149120902975,0.4341219882787063,0.0,6.0,8.0
Pepperell,46.4,4.967584406836743,59.0,11877,39.8,53.9,36.8,0.33678538351435544,0.5893744211501221,1.5155342258145996,4.0,7.0,18.0
Phillipston,99.0,0.0,0.0,1759,90.6,95.4,97.7,0.0,0.0,0.0,0.0,0.0,0.0
Pittsfield,14.8,11.386563391387028,491.0,43121,5.9,46.4,9.5,1.2522900674845203,0.6957167041580667,3.037962941490225,54.0,30.0,131.0
Plainville,88.5,1.7880202642296614,18.0,10067,74.3,77.3,84.5,0.09933445912387008,0.2980033773716102,0.3973378364954803,1.0,3.0,4.0
Plymouth,15.1,11.1306121836701,742.0,66663,21.4,7.9,31.9,0.5850321767697223,2.1901204566251145,1.635089929946147,39.0,146.0,109.0
Plympton,24.7,7.75978407557355,23.0,2964,39.5,22.7,20.7,0.3373819163292847,1.3495276653171389,2.0242914979757085,1.0,4.0,6.0
Princeton,80.6,2.2240756185710313,8.0,3597,46.1,95.4,62.2,0.2780094523213789,0.0,0.8340283569641368,1.0,0.0,3.0
Provincetown,1.6,24.67149369804237,92.0,3729,24.7,1.6,0.7,0.5363368195226602,4.022526146419952,9.922231161169213,2.0,15.0,37.0
Quincy,13.5,11.717617031150299,1212.0,103434,6.9,19.4,43.1,1.2085001063480094,1.4405321267668272,1.3535201191097703,125.0,149.0,140.0
Randolph,18.1,9.341003588312354,328.0,35114,22.7,12.8,54.3,0.5695733895312411,1.8226348464999715,1.025232101156234,20.0,64.0,36.0
Raynham,52.3,4.539436353319463,72.0,15861,49.7,46.7,49.7,0.2521909085177479,0.6935249984238068,1.1979068154593027,4.0,11.0,19.0
Reading,68.4,3.110479628278484,81.0,26041,70.4,55.6,63.5,0.11520294919549941,0.576014745977497,0.8064206443684958,3.0,15.0,21.0
Rehoboth,81.9,2.1422767230553297,29.0,13537,90.6,64.8,62.8,0.0,0.44322966683903375,0.8125877225382286,0.0,6.0,11.0
Revere,29.6,7.017890679055056,426.0,60702,48.4,14.1,71.7,0.26358274850911007,1.6803400217455766,0.6589568712727752,16.0,102.0,40.0
Rochester,83.6,2.0215633423180592,12.0,5936,90.6,73.7,54.9,0.0,0.3369272237196766,1.0107816711590296,0.0,2.0,6.0
Rockland,38.8,5.985995030494692,106.0,17708,28.3,33.6,69.7,0.451773209848656,1.0164897221594758,0.677659814772984,8.0,18.0,12.0
Rockport,77.3,2.397405161472289,17.0,7091,90.6,56.9,67.8,0.0,0.5640953321111268,0.7051191651389085,0.0,4.0,5.0
