Full_Address,Distance_Miles
"Lexington, MA 02421",3.97
"Lexington, MA 02420",3.64
"Cambridge, MA 02138",11.46
"Cambridge, MA 02140",10.7
"Cambridge, MA 02142",21.68
"Bedford, MA 01730",3.74
"Hanscom AFB, MA 01731",1.68
"Concord, MA 01742",6.33
"Arlington, MA 02474",10.04
"Belmont, MA 02478",7.89
"Watertown, MA 02472",9.6
"Medford, MA 02155",15.62
"Burlington, MA 01803",6.97
"Boston, MA 02116",21.77
"Bedford, NH 03110",45.7
"Manchester, NH 03101",47.17
"Derry, NH 03038",40.2
